"","Path","Completeness","Redundancy"
"3759","GCA_903907665.1.fna.gz",85.19,3.73
"3760","GCA_013003395.1.fna.gz",85.47,2.99
"3761","GCA_019246555.1.fna.gz",85.76,4.06
"3762","GCA_903855755.1.fna.gz",85.01,4.53
"3763","GCA_003163655.1.fna.gz",85.34,3.85
"3764","GCA_003155275.1.fna.gz",85.76,1.82
"3765","GCA_903821125.1.fna.gz",85.41,3.47
"3766","GCA_002320475.1.fna.gz",85.19,2.14
"3767","GCA_018882885.1.fna.gz",85.57,0.92
"3768","GCA_002385055.1.fna.gz",85.03,0.58
"3769","GCA_003165255.1.fna.gz",85.16,1.28
"3770","GCA_003140415.1.fna.gz",85.11,1.45
"3771","GCA_013001245.1.fna.gz",85.49,3.42
"3772","GCA_005793215.1.fna.gz",85.19,2.99
"3773","GCA_903850275.1.fna.gz",85.84,3.21
"3774","GCA_903833205.1.fna.gz",85.29,2.15
"3775","GCA_004769145.1.fna.gz",85.74,1.3
"3776","GCA_003141155.1.fna.gz",85.6,2.56
"3777","GCA_002339355.1.fna.gz",85.71,0
"3778","GCA_005800425.1.fna.gz",85.88,1.28
"3779","GCF_018613675.1.fna.gz",85.96,0.88
"3780","GCA_903836945.1.fna.gz",85.5,0
"3781","GCA_905214335.1.fna.gz",85.01,0.4
"3782","GCA_015711695.1.fna.gz",85.81,0
"3783","GCA_017856485.1.fna.gz",85.04,0
"3784","GCA_010025905.1.fna.gz",85.9,5.56
"3785","GCA_003554005.1.fna.gz",85.8,0.88
"3786","GCA_005779505.1.fna.gz",85.52,2.14
"3787","GCA_016932375.1.fna.gz",85.45,3.94
"3788","GCA_010025965.1.fna.gz",85.01,2.1
"3789","GCA_903895385.1.fna.gz",85.83,4.54
"3790","GCA_903835545.1.fna.gz",85.1,1.05
"3791","GCA_018969355.1.fna.gz",85.45,3.51
"3792","GCA_010029485.1.fna.gz",85.03,1.84
"3793","GCA_003158895.1.fna.gz",85.52,1.3
"3794","GCA_003164875.1.fna.gz",85.56,0.85
"3795","GCA_001627255.1.fna.gz",85.62,1.3
"3796","GCA_003133365.1.fna.gz",85.63,4.35
"3797","GCA_014284505.1.fna.gz",85.56,1.75
"3798","GCA_010026835.1.fna.gz",85.06,1.56
"3799","GCA_015222075.1.fna.gz",85.22,0.12
"3800","GCA_005888395.1.fna.gz",85.04,2.14
"3801","GCA_903897155.1.fna.gz",83.63,1.58
"3802","GCA_900764915.1.fna.gz",83.53,0.92
"3803","GCA_009694475.1.fna.gz",83.25,0.65
"3804","GCF_014145015.1.fna.gz",83.82,0
"3805","GCA_013205535.1.fna.gz",83.08,2.89
"3806","GCA_903930375.1.fna.gz",83.92,0.53
"3807","GCA_017882545.1.fna.gz",83.79,0
"3808","GCA_002438935.1.fna.gz",83.83,3.28
"3809","GCA_903899855.1.fna.gz",83.13,3.67
"3810","GCA_002919115.1.fna.gz",83.48,2.59
"3811","GCA_903824125.1.fna.gz",83.78,2.11
"3812","GCA_903836915.1.fna.gz",83.6,3.63
"3813","GCA_001438925.1.fna.gz",83.48,2.02
"3814","GCA_010028305.1.fna.gz",83.52,4.84
"3815","GCA_902570085.1.fna.gz",83.19,0
"3816","GCA_903858525.1.fna.gz",83.08,2.37
"3817","GCA_903834205.1.fna.gz",83.08,4.48
"3818","GCA_902766805.1.fna.gz",83.36,0.88
"3819","GCA_005882515.1.fna.gz",83.76,1.9
"3820","GCA_900321745.1.fna.gz",83.95,5.26
"3821","GCA_903831585.1.fna.gz",83.14,4.78
"3822","GCA_903912965.1.fna.gz",83.65,3.5
"3823","GCA_900759435.1.fna.gz",83.33,1.81
"3824","GCA_002451535.1.fna.gz",83.41,0.15
"3825","GCA_013698435.1.fna.gz",83.22,3.77
"3826","GCA_004282895.1.fna.gz",83.19,4.27
"3827","GCA_900548955.1.fna.gz",83.28,0
"3828","GCA_903919375.1.fna.gz",83.08,4.86
"3829","GCA_010031195.1.fna.gz",83.61,0.44
"3830","GCA_017533165.1.fna.gz",83.37,4.12
"3831","GCA_013814015.1.fna.gz",83.44,2.48
"3832","GCA_010029945.1.fna.gz",83.53,0.58
"3833","GCA_900754385.1.fna.gz",83.47,0.88
"3834","GCA_903819875.1.fna.gz",83.7,1.89
"3835","GCA_903928745.1.fna.gz",83.09,0.79
"3836","GCA_900757235.1.fna.gz",83.2,3.23
"3837","GCA_007132805.1.fna.gz",83.19,3.33
"3838","GCA_002306895.1.fna.gz",83.53,5.13
"3839","GCA_009918205.1.fna.gz",83.76,4.62
"3840","GCA_903831605.1.fna.gz",83.27,4.12
"3841","GCA_903877635.1.fna.gz",83.31,1
"3842","GCA_010030665.1.fna.gz",83.02,2.85
"3843","GCA_002391425.1.fna.gz",83.22,0.58
"3844","GCA_000817115.1.fna.gz",83.76,0.43
"3845","GCA_902757125.1.fna.gz",83.75,4.03
"3846","GCA_903833915.1.fna.gz",83.67,0.35
"3847","GCA_903827665.1.fna.gz",83.47,1.1
"3848","GCA_009843115.1.fna.gz",83.68,0.28
"3849","GCA_009697645.1.fna.gz",83.71,0.26
"3850","GCA_018969685.1.fna.gz",83.76,4.8
"3851","GCA_903896225.1.fna.gz",83.55,2.72
"3852","GCA_903837205.1.fna.gz",83.87,1.15
"3853","GCA_903879395.1.fna.gz",83.9,3.99
"3854","GCA_903896125.1.fna.gz",83.17,2.98
"3855","GCA_903910395.1.fna.gz",83.74,4.66
"3856","GCA_903900635.1.fna.gz",83.71,1.84
"3857","GCA_009840875.1.fna.gz",83.14,2.99
"3858","GCA_018664285.1.fna.gz",83.19,2.57
"3859","GCA_902786795.1.fna.gz",83.06,0.4
"3860","GCA_003153575.1.fna.gz",83.43,1.71
"3861","GCA_019240665.1.fna.gz",83.72,1.39
"3862","GCA_903902575.1.fna.gz",83.95,2.19
"3863","GCA_009781525.1.fna.gz",83.27,1.88
"3864","GCA_017857475.1.fna.gz",83.08,1.08
"3865","GCA_003163215.1.fna.gz",83.12,4.7
"3866","GCA_003136795.1.fna.gz",83.41,1.72
"3867","GCA_900551625.1.fna.gz",83.67,1.53
"3868","GCA_005883415.1.fna.gz",83.42,5.13
"3869","GCA_002479985.1.fna.gz",83.17,1.86
"3870","GCA_002338685.1.fna.gz",83.76,1.22
"3871","GCA_009699125.1.fna.gz",83.39,1.71
"3872","GCA_019234175.1.fna.gz",83.3,4.02
"3873","GCA_903820455.1.fna.gz",83.16,4.33
"3874","GCA_900758385.1.fna.gz",83.62,0.81
"3875","GCA_018363405.1.fna.gz",83.85,2.69
"3876","GCA_905236335.1.fna.gz",83.29,0
"3877","GCA_013912125.1.fna.gz",83.76,1.71
"3878","GCA_902805985.1.fna.gz",83.56,6.58
"3879","GCA_002323415.1.fna.gz",83.42,3.09
"3880","GCA_009698645.1.fna.gz",83.99,3.85
"3881","GCA_903860205.1.fna.gz",83.63,2.52
"3882","GCA_903927255.1.fna.gz",83.17,2.16
"3883","GCA_019247305.1.fna.gz",83.17,4.22
"3884","GCA_002449555.1.fna.gz",83.91,1.88
"3885","GCA_003168585.1.fna.gz",83.93,1.28
"3886","GCA_010032005.1.fna.gz",83.87,0.16
"3887","GCA_903918695.1.fna.gz",83.68,2.14
"3888","GCA_003514975.1.fna.gz",83.17,0.34
"3889","GCA_003161445.1.fna.gz",83.21,2.99
"3890","GCA_011337865.1.fna.gz",83.68,0
"3891","GCA_017960005.1.fna.gz",83.04,2.78
"3892","GCA_009781115.1.fna.gz",83.58,1.04
"3893","GCA_900764025.1.fna.gz",83.91,5.54
"3894","GCA_002438425.1.fna.gz",83.28,0.45
"3895","GCA_903920905.1.fna.gz",83.55,2.3
"3896","GCA_903867685.1.fna.gz",83.61,2.89
"3897","GCA_002387005.1.fna.gz",83.77,1.57
"3898","GCA_902796815.1.fna.gz",83.7,1.21
"3899","GCA_002320735.1.fna.gz",83.86,1.78
"3900","GCA_009844105.1.fna.gz",83.15,4.55
"3901","GCA_902805495.1.fna.gz",81.53,3.43
"3902","GCA_017882655.1.fna.gz",81.91,3.3
"3903","GCA_009699615.1.fna.gz",81.91,0.85
"3904","GCA_903852865.1.fna.gz",81.2,3.28
"3905","GCA_902773625.1.fna.gz",81.42,2.8
"3906","GCA_903881945.1.fna.gz",81.73,3.48
"3907","GCA_905194385.1.fna.gz",81.73,2.62
"3908","GCA_013817555.1.fna.gz",81.52,2.59
"3909","GCA_009704425.1.fna.gz",81.62,1.71
"3910","GCA_903820635.1.fna.gz",81.48,0.58
"3911","GCA_903889305.1.fna.gz",81.83,1.84
"3912","GCA_002471415.1.fna.gz",81.86,1.71
"3913","GCA_018882735.1.fna.gz",81.59,2.62
"3914","GCA_002470235.1.fna.gz",81.28,3.66
"3915","GCA_003135115.1.fna.gz",81.86,0.85
"3916","GCA_003134395.1.fna.gz",81.05,2.99
"3917","GCA_002449055.1.fna.gz",81.21,1.25
"3918","GCA_005800085.1.fna.gz",81.94,2.14
"3919","GCF_002775095.1.fna.gz",81.88,0.44
"3920","GCA_005885175.1.fna.gz",81.25,1.72
"3921","GCA_010021385.1.fna.gz",81.03,1.93
"3922","GCA_903920515.1.fna.gz",81.35,1.93
"3923","GCA_013205305.1.fna.gz",81.56,2.16
"3924","GCA_009843905.1.fna.gz",81.43,1.28
"3925","GCA_903859915.1.fna.gz",81.68,4.65
"3926","GCA_011087815.1.fna.gz",81.5,0.26
"3927","GCA_903877505.1.fna.gz",81.85,4.87
"3928","GCA_005788095.1.fna.gz",81.95,3.85
"3929","GCA_903899115.1.fna.gz",81.5,3.25
"3930","GCA_010025865.1.fna.gz",81.23,2.23
"3931","GCA_002709645.1.fna.gz",81.55,3.35
"3932","GCA_903893395.1.fna.gz",81.31,2.81
"3933","GCA_902759715.1.fna.gz",81.36,2.49
"3934","GCA_903862335.1.fna.gz",81.55,2.49
"3935","GCA_903822715.1.fna.gz",81.54,2.11
"3936","GCA_015711915.1.fna.gz",81.62,1.09
"3937","GCA_009619015.1.fna.gz",81.03,0
"3938","GCA_016933475.1.fna.gz",81.61,1.58
"3939","GCA_003558485.1.fna.gz",81.77,3.42
"3940","GCA_900298985.1.fna.gz",81.87,0
"3941","GCA_009705775.1.fna.gz",81.89,0.26
"3942","GCA_017538885.1.fna.gz",81.25,0
"3943","GCA_902797425.1.fna.gz",81.4,0.75
"3944","GCA_903898865.1.fna.gz",81.07,1.14
"3945","GCA_903923755.1.fna.gz",81.47,3.45
"3946","GCA_903927785.1.fna.gz",81.23,3.73
"3947","GCA_009706035.1.fna.gz",81.79,2.21
"3948","GCA_903848345.1.fna.gz",81.48,1.75
"3949","GCA_903881285.1.fna.gz",81.96,2.11
"3950","GCA_017413255.1.fna.gz",81.67,0.83
"3951","GCA_902373395.1.fna.gz",81.14,0.22
"3952","GCA_005885015.1.fna.gz",81.08,2.56
"3953","GCA_017632855.1.fna.gz",81.11,1.67
"3954","GCA_009917815.1.fna.gz",81.59,2.76
"3955","GCA_009700025.1.fna.gz",81.52,4.47
"3956","GCA_014534235.1.fna.gz",81.03,1.29
"3957","GCA_003170995.1.fna.gz",81.82,1.55
"3958","GCA_903928395.1.fna.gz",81.06,2.89
"3959","GCA_903867215.1.fna.gz",81.1,2.37
"3960","GCA_003170375.1.fna.gz",81.81,3.16
"3961","GCA_903838035.1.fna.gz",81.37,2.72
"3962","GCA_018898235.1.fna.gz",81.47,0.87
"3963","GCA_002413635.1.fna.gz",81.62,3.44
"3964","GCA_009700405.1.fna.gz",81.96,1.58
"3965","GCA_018667035.1.fna.gz",81.77,3.35
"3966","GCA_903835575.1.fna.gz",81.24,3.86
"3967","GCA_005883295.1.fna.gz",81.11,0.86
"3968","GCA_017633555.1.fna.gz",81.67,5
"3969","GCA_900552385.1.fna.gz",81.45,1.61
"3970","GCA_903865905.1.fna.gz",81.98,2.94
"3971","GCA_018399435.1.fna.gz",81.67,0.91
"3972","GCA_900313485.1.fna.gz",81.61,0.99
"3973","GCA_005884155.1.fna.gz",81.49,0.43
"3974","GCA_016870365.1.fna.gz",81.15,0
"3975","GCA_903880495.1.fna.gz",81.56,3.33
"3976","GCA_002420225.1.fna.gz",81.82,2.62
"3977","GCA_903955455.1.fna.gz",81.77,4.39
"3978","GCA_019118785.1.fna.gz",81.72,2.76
"3979","GCA_904387025.1.fna.gz",81.16,0.27
"3980","GCA_002403615.1.fna.gz",81.72,0.32
"3981","GCA_012514235.1.fna.gz",81.47,5.03
"3982","GCA_019244165.1.fna.gz",81.54,1.8
"3983","GCA_010028225.1.fna.gz",81.86,1.14
"3984","GCA_003567835.1.fna.gz",81.15,1.06
"3985","GCA_905215945.1.fna.gz",81.41,2.49
"3986","GCA_900552345.1.fna.gz",81.5,1.61
"3987","GCA_903879215.1.fna.gz",81.84,2.19
"3988","GCF_002288305.1.fna.gz",81.5,0.53
"3989","GCA_017853465.1.fna.gz",81.58,0.78
"3990","GCA_903920445.1.fna.gz",81.15,0.6
"3991","GCA_903845865.1.fna.gz",81.61,2.86
"3992","GCA_900752475.1.fna.gz",81.31,1.61
"3993","GCA_010021245.1.fna.gz",81.9,2.08
"3994","GCA_905203985.1.fna.gz",81.01,1.08
"3995","GCA_009702455.1.fna.gz",81.79,2.05
"3996","GCA_903903895.1.fna.gz",81.03,0
"3997","GCF_000515355.1.fna.gz",81.74,0
"3998","GCA_014360525.1.fna.gz",81.76,2.12
"3999","GCA_002359715.1.fna.gz",81.94,1.49
"4000","GCA_903894705.1.fna.gz",81.99,1.75
"4001","GCA_017627935.1.fna.gz",79.17,0
"4002","GCA_002897715.1.fna.gz",79.24,0.86
"4003","GCA_903919135.1.fna.gz",79.25,3.54
"4004","GCA_007119305.1.fna.gz",79.7,4.7
"4005","GCA_903882325.1.fna.gz",79.91,4.27
"4006","GCA_009835735.1.fna.gz",79.3,2.14
"4007","GCA_903836625.1.fna.gz",79.48,1.49
"4008","GCA_003487305.1.fna.gz",79.01,4.27
"4009","GCA_003446625.1.fna.gz",79.09,0.32
"4010","GCA_010027705.1.fna.gz",79.91,2.14
"4011","GCA_009700685.1.fna.gz",79.19,1.72
"4012","GCA_018830265.1.fna.gz",79.64,1.4
"4013","GCA_009839765.1.fna.gz",79.39,4.58
"4014","GCA_002298645.1.fna.gz",79.51,0.15
"4015","GCA_009702255.1.fna.gz",79.19,2.54
"4016","GCA_003550915.1.fna.gz",79.11,1.99
"4017","GCA_902565755.1.fna.gz",79.06,1.28
"4018","GCA_013815505.1.fna.gz",79.65,2.74
"4019","GCA_905369815.1.fna.gz",79.71,3.67
"4020","GCA_003155995.1.fna.gz",79.35,2.14
"4021","GCA_002437525.1.fna.gz",79.7,0.8
"4022","GCA_016463365.1.fna.gz",79.85,3.96
"4023","GCA_003132725.1.fna.gz",79.18,1.28
"4024","GCA_903849225.1.fna.gz",79.64,1.89
"4025","GCA_005885125.1.fna.gz",79.81,4.02
"4026","GCA_018830725.1.fna.gz",79.55,3.64
"4027","GCA_900554465.1.fna.gz",79.13,2.6
"4028","GCA_018268545.1.fna.gz",79.63,0.95
"4029","GCA_903839545.1.fna.gz",79.02,2.33
"4030","GCA_009785705.1.fna.gz",79.69,2.85
"4031","GCA_010022085.1.fna.gz",79.02,4.89
"4032","GCA_900553705.1.fna.gz",79.67,2.02
"4033","GCA_017965665.1.fna.gz",79.44,0
"4034","GCA_010027245.1.fna.gz",79.49,1.71
"4035","GCA_903854185.1.fna.gz",79.09,2.26
"4036","GCA_903932915.1.fna.gz",79.43,1.56
"4037","GCA_903914645.1.fna.gz",79.49,2.11
"4038","GCA_013205145.1.fna.gz",79.62,1.99
"4039","GCA_013151655.1.fna.gz",79.74,2.14
"4040","GCA_903849255.1.fna.gz",79.49,1.83
"4041","GCA_903876055.1.fna.gz",79.26,4.98
"4042","GCA_002388025.1.fna.gz",79.15,0.67
"4043","GCA_009700745.1.fna.gz",79.91,4.78
"4044","GCA_001897105.1.fna.gz",79.6,0.67
"4045","GCA_003156345.1.fna.gz",79.37,2.99
"4046","GCA_903877695.1.fna.gz",79.81,3.28
"4047","GCA_903880915.1.fna.gz",79.45,4.65
"4048","GCA_002478275.1.fna.gz",80,2.36
"4049","GCA_903823765.1.fna.gz",79.75,0
"4050","GCA_903892795.1.fna.gz",79.99,3.16
"4051","GCA_003132925.1.fna.gz",79.69,3.42
"4052","GCA_903843185.1.fna.gz",79.22,2.37
"4053","GCA_009780925.1.fna.gz",79.62,2.76
"4054","GCA_903839835.1.fna.gz",79.51,4.75
"4055","GCA_902805885.1.fna.gz",79.53,3.57
"4056","GCA_009923375.1.fna.gz",79.09,2.73
"4057","GCA_903891625.1.fna.gz",79.91,3.42
"4058","GCA_903927775.1.fna.gz",79.64,4.39
"4059","GCA_010032875.1.fna.gz",79.67,2.52
"4060","GCA_903829955.1.fna.gz",79.1,0.7
"4061","GCA_010026885.1.fna.gz",79.66,2.23
"4062","GCA_001628575.1.fna.gz",79.65,1.59
"4063","GCA_016780905.1.fna.gz",79.63,2.99
"4064","GCA_005798855.1.fna.gz",79.93,1.29
"4065","GCA_009699575.1.fna.gz",79.21,0
"4066","GCA_002440065.1.fna.gz",79.3,0
"4067","GCA_003162835.1.fna.gz",79.06,1.28
"4068","GCA_903858345.1.fna.gz",79.82,4.61
"4069","GCA_003160065.1.fna.gz",79.29,1.28
"4070","GCA_002430075.1.fna.gz",79.14,4.62
"4071","GCA_903895415.1.fna.gz",79.19,3.15
"4072","GCA_902599155.1.fna.gz",79.88,1.71
"4073","GCA_013362565.1.fna.gz",79.71,4.3
"4074","GCA_003215175.1.fna.gz",79.06,1.28
"4075","GCA_903857705.1.fna.gz",79.78,4.9
"4076","GCA_900554475.1.fna.gz",79.6,2.69
"4077","GCA_009843995.1.fna.gz",79.81,0.43
"4078","GCA_002479915.1.fna.gz",79.84,0.85
"4079","GCA_002712325.1.fna.gz",79.63,1.71
"4080","GCA_010031725.1.fna.gz",79.23,1.28
"4081","GCA_012513625.1.fna.gz",79.24,5.83
"4082","GCA_900765185.1.fna.gz",79.72,2.25
"4083","GCA_013003325.1.fna.gz",79.4,2.99
"4084","GCA_001298565.1.fna.gz",79.31,0
"4085","GCA_018401645.1.fna.gz",79.39,0.91
"4086","GCA_009699565.1.fna.gz",79.39,1.42
"4087","GCA_005793785.1.fna.gz",79.79,1.28
"4088","GCA_903876855.1.fna.gz",79.66,3.73
"4089","GCA_905215205.1.fna.gz",79.97,4.57
"4090","GCA_903878675.1.fna.gz",79.88,2.54
"4091","GCA_000378885.1.fna.gz",79.59,0
"4092","GCA_903912375.1.fna.gz",79.32,3.15
"4093","GCA_903878415.1.fna.gz",79.31,0.7
"4094","GCA_009703975.1.fna.gz",79.49,1.71
"4095","GCA_903891515.1.fna.gz",79.12,4.48
"4096","GCA_009923855.1.fna.gz",79.51,2.14
"4097","GCA_903833075.1.fna.gz",79.99,4.2
"4098","GCA_001310435.1.fna.gz",79.63,1.49
"4099","GCA_903906785.1.fna.gz",79.99,2.52
"4100","GCA_900551665.1.fna.gz",79.74,0.81
"4101","GCA_903832265.1.fna.gz",77.49,2.44
"4102","GCA_002748155.1.fna.gz",77.84,0.14
"4103","GCA_009704195.1.fna.gz",77.02,1.36
"4104","GCA_012515885.1.fna.gz",77.15,4.37
"4105","GCA_019241635.1.fna.gz",77.19,4.84
"4106","GCA_017537945.1.fna.gz",77.31,0
"4107","GCA_903845465.1.fna.gz",77.58,1.89
"4108","GCA_005777075.1.fna.gz",77.59,2.56
"4109","GCA_003485885.1.fna.gz",77.91,1.71
"4110","GCA_903938735.1.fna.gz",77.77,1.58
"4111","GCA_002686415.1.fna.gz",77.69,2.56
"4112","GCA_003282445.1.fna.gz",77.78,1.28
"4113","GCA_003445455.1.fna.gz",77.7,3.85
"4114","GCA_016927635.1.fna.gz",77.27,3.64
"4115","GCA_905211575.1.fna.gz",77.83,4.87
"4116","GCA_903916775.1.fna.gz",77.76,4.51
"4117","GCA_002354295.1.fna.gz",77.73,2.42
"4118","GCA_009845075.1.fna.gz",77.83,0.43
"4119","GCA_903901785.1.fna.gz",77.97,2.14
"4120","GCA_016776775.1.fna.gz",77.78,1.28
"4121","GCA_009704505.1.fna.gz",77.16,0
"4122","GCA_004569275.1.fna.gz",77.81,1.93
"4123","GCA_002360055.1.fna.gz",77.23,0.43
"4124","GCA_903822945.1.fna.gz",77.96,2.11
"4125","GCA_002451285.1.fna.gz",77.72,1.57
"4126","GCA_009698805.1.fna.gz",77.19,1.75
"4127","GCA_009921625.1.fna.gz",77.4,4.12
"4128","GCA_903903755.1.fna.gz",77.78,2.99
"4129","GCA_002436925.1.fna.gz",77.38,0
"4130","GCA_002377115.1.fna.gz",77.61,0.43
"4131","GCA_013812465.1.fna.gz",77.77,3.71
"4132","GCA_900556285.1.fna.gz",77.84,4.03
"4133","GCA_003457335.1.fna.gz",77.96,0.52
"4134","GCA_900761945.1.fna.gz",77.3,2.28
"4135","GCA_903912505.1.fna.gz",77.29,1.84
"4136","GCA_017354575.1.fna.gz",77.86,0.94
"4137","GCA_902520235.1.fna.gz",77.78,1.28
"4138","GCA_903932705.1.fna.gz",77.94,4.4
"4139","GCA_003132705.1.fna.gz",77.45,1.71
"4140","GCA_003155075.1.fna.gz",77.46,2.46
"4141","GCA_009701315.1.fna.gz",77.47,3.29
"4142","GCA_013696975.1.fna.gz",77.12,0.84
"4143","GCA_902373375.1.fna.gz",77.93,3.45
"4144","GCA_014377795.1.fna.gz",77.3,4.05
"4145","GCA_014384285.1.fna.gz",77.78,2.14
"4146","GCA_017882425.1.fna.gz",77.09,2.56
"4147","GCA_001700545.1.fna.gz",77.15,0.86
"4148","GCA_017989115.1.fna.gz",77.93,1.98
"4149","GCA_009702005.1.fna.gz",77.83,0.53
"4150","GCA_903844405.1.fna.gz",77.74,4.31
"4151","GCA_903930035.1.fna.gz",77.02,4.6
"4152","GCA_903958455.1.fna.gz",77.44,4.27
"4153","GCA_018970885.1.fna.gz",77.99,0.83
"4154","GCA_903908675.1.fna.gz",77.47,4.15
"4155","GCA_003529685.1.fna.gz",77.79,1.71
"4156","GCA_902610815.1.fna.gz",77.78,1.28
"4157","GCA_002331305.1.fna.gz",77.72,5.1
"4158","GCA_009701685.1.fna.gz",77.85,0
"4159","GCA_003131945.1.fna.gz",77.22,5.13
"4160","GCA_009704665.1.fna.gz",77.21,2.14
"4161","GCA_009702555.1.fna.gz",77.29,2.14
"4162","GCA_002327605.1.fna.gz",77.07,1.28
"4163","GCA_005787785.1.fna.gz",77.31,1.71
"4164","GCA_009702835.1.fna.gz",77.64,2.31
"4165","GCA_900760895.1.fna.gz",77.1,1.88
"4166","GCA_900765245.1.fna.gz",77.07,0.81
"4167","GCA_003135355.1.fna.gz",77.1,2.99
"4168","GCA_002727895.1.fna.gz",77.13,2.56
"4169","GCA_900553165.1.fna.gz",77.14,1.27
"4170","GCA_900762835.1.fna.gz",77.03,1.03
"4171","GCA_903922145.1.fna.gz",77.47,1.72
"4172","GCA_903856105.1.fna.gz",77.49,1.32
"4173","GCA_903878925.1.fna.gz",77.69,3.16
"4174","GCA_903899185.1.fna.gz",77.95,3.86
"4175","GCA_903864355.1.fna.gz",77.21,1.63
"4176","GCA_003160665.1.fna.gz",77.06,4.27
"4177","GCA_017883105.1.fna.gz",77.35,0.43
"4178","GCA_018970205.1.fna.gz",77.49,0.72
"4179","GCA_009698675.1.fna.gz",77.62,0
"4180","GCA_001627495.1.fna.gz",77.07,0.6
"4181","GCA_903873865.1.fna.gz",77.31,1.72
"4182","GCA_009700295.1.fna.gz",77.13,0.7
"4183","GCA_903905565.1.fna.gz",77.28,0.85
"4184","GCA_018369245.1.fna.gz",77.59,2.24
"4185","GCA_003244095.1.fna.gz",77.85,3.07
"4186","GCA_010031015.1.fna.gz",77.22,3.47
"4187","GCA_017995945.1.fna.gz",77.77,1.82
"4188","GCA_905215995.1.fna.gz",77.87,3.31
"4189","GCA_903875815.1.fna.gz",77.25,3.92
"4190","GCA_905196655.1.fna.gz",77.25,0.43
"4191","GCA_018268635.1.fna.gz",77.89,2.16
"4192","GCA_009702775.1.fna.gz",77.92,0.7
"4193","GCA_903864015.1.fna.gz",77.33,4.08
"4194","GCA_903820645.1.fna.gz",77.09,2.65
"4195","GCA_016870815.1.fna.gz",77.47,0.79
"4196","GCA_002296165.1.fna.gz",75.56,1.28
"4197","GCA_005798355.1.fna.gz",75.44,2.56
"4198","GCA_009787035.1.fna.gz",75.03,2.38
"4199","GCA_001439225.1.fna.gz",75.62,5.08
"4200","GCA_003542135.1.fna.gz",75.19,1.71
"4201","GCA_003158315.1.fna.gz",75.39,2.14
"4202","GCA_003161135.1.fna.gz",75.19,2.56
"4203","GCA_013361595.1.fna.gz",76,1.42
"4204","GCA_009846355.1.fna.gz",75.64,1.23
"4205","GCA_011522875.1.fna.gz",75.49,1.28
"4206","GCA_017883025.1.fna.gz",75.17,0
"4207","GCF_000359385.1.fna.gz",75.68,0
"4208","GCF_000359325.1.fna.gz",75.68,0
"4209","GCA_018970365.1.fna.gz",75.04,2.99
"4210","GCF_000359245.2.fna.gz",75.1,0
"4211","GCF_013839555.1.fna.gz",75.23,0.69
"4212","GCA_009694465.1.fna.gz",75.83,2.14
"4213","GCA_003132665.1.fna.gz",75.86,0.86
"4214","GCA_009846405.1.fna.gz",75.52,0
"4215","GCA_010029445.1.fna.gz",75.56,0.26
"4216","GCF_000359285.2.fna.gz",75.1,0
"4217","GCF_000359145.2.fna.gz",75.1,0
"4218","GCA_015661035.1.fna.gz",75.19,0.91
"4219","GCA_008667455.1.fna.gz",75.12,1.91
"4220","GCA_003139575.1.fna.gz",75.24,3.02
"4221","GCA_002377685.1.fna.gz",75.74,2.14
"4222","GCA_009920985.1.fna.gz",75.32,0.58
"4223","GCA_013697465.1.fna.gz",75.95,0.86
"4224","GCA_003163335.1.fna.gz",75.66,3.33
"4225","GCA_002713485.1.fna.gz",75.21,2.56
"4226","GCA_003167335.1.fna.gz",75.91,3.42
"4227","GCA_903884785.1.fna.gz",75.47,2.21
"4228","GCA_018264855.1.fna.gz",75.75,2.42
"4229","GCA_900553575.1.fna.gz",75.83,1.19
"4230","GCA_009846295.1.fna.gz",75.9,1.47
"4231","GCA_001438395.1.fna.gz",75.62,2.18
"4232","GCA_003165655.1.fna.gz",75.68,1.57
"4233","GCA_905206255.1.fna.gz",75.72,1.33
"4234","GCA_003169115.1.fna.gz",75.82,2.14
"4235","GCF_000359165.2.fna.gz",75.68,0
"4236","GCA_009701265.1.fna.gz",75.5,3.16
"4237","GCA_900554255.1.fna.gz",75.61,1.69
"4238","GCA_017304845.1.fna.gz",75.72,0.26
"4239","GCA_902596545.1.fna.gz",75.21,1.28
"4240","GCA_003151555.1.fna.gz",75.53,4.13
"4241","GCF_000359205.2.fna.gz",75.1,0
"4242","GCA_002321535.1.fna.gz",75.52,2.39
"4243","GCA_903868775.1.fna.gz",75.86,1.72
"4244","GCF_000376505.2.fna.gz",75.68,0
"4245","GCA_903879605.1.fna.gz",75.99,4.82
"4246","GCA_017882985.1.fna.gz",75.76,0
"4247","GCA_010030895.1.fna.gz",75.83,0.18
"4248","GCA_017883125.1.fna.gz",75.76,2.39
"4249","GCA_003139155.1.fna.gz",75.68,2.99
"4250","GCA_003564035.1.fna.gz",75.37,0.45
"4251","GCA_903935505.1.fna.gz",75.63,1.27
"4252","GCF_000359345.1.fna.gz",75.68,0
"4253","GCA_905480455.1.fna.gz",75.18,3.66
"4254","GCF_000210055.1.fna.gz",75.96,0.81
"4255","GCA_009785855.1.fna.gz",75.83,0.83
"4256","GCF_000359365.1.fna.gz",75.68,0
"4257","GCA_013698395.1.fna.gz",75.99,1.01
"4258","GCA_903877295.1.fna.gz",75.43,0
"4259","GCA_003531035.1.fna.gz",75.46,2.15
"4260","GCA_003134195.1.fna.gz",75.72,2.99
